"Manufacturer","Model","SKU","Description","Finish","Diameter","Width","Bolt Pattern","Offset","Backspace","GTIN","Bore","Lugs","Lug Type","Max Load lbs","Cost","AC-EDM","AC-OAK","MAP","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6"
"SENTALI FORGED","SF-5","SF526148276RM","Sentali Forged SF-5 26x14 8x180 -76 Red Milled","Red Milled","26","14","8x180","-76","4.5","","124.3","8","","3200","1235","0","0","1605","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/451bb601-1c62-404f-9124-5e25d050b6ea.jpg","","","","",""
"SENTALI FORGED","SF-5","SF522125144GB","Sentali Forged SF-5 22x12 5x127 -44 Gloss Black","Gloss Black","22","12","5x127","-44","4.75","","71.5","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f742263a-cc93-444e-8356-7f2bfadf2e92.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526148376P","Sentali Forged SF-5 26x14 8x170 -76 Polished","Polished","26","14","8x170","-76","4.5","","125.2","8","","3200","1235","0","0","1605","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0c928d89-856e-4c95-a353-4810561b224a.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624146276P","Sentali Forged SF-6 24x14 6x139.7 -76 Polished","Polished","24","14","6x139.7","-76","4.5","","106.2","6","","2500","1025","0","0","1345","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624125244P","Sentali Forged SF-6 24x12 5x139.7 -44 Polished","Polished","24","12","5x139.7","-44","4.75","","77.8","5","","2500","1000","0","0","1320","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-6","SF628168199GB","Sentali Forged SF-6 28x16 8x165.1 -99 Gloss Black","Gloss Black","28","16","8x165.1","-99","4.5","","125.2","8","","3200","1730","0","0","2200","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722125144P-L","Sentali Forged SF-7 22x12 5x127 -44 Polished","Polished","22","12","5x127","-44","4.75","","71.5","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/90bc7c52-3aab-4ad0-b1cc-adc468098a2b.jpg","","","","",""
"SENTALI FORGED","SF-6","SF628168299BM","Sentali Forged SF-6 28x16 8x180 -99 Gloss Black Milled","Gloss Black Milled","28","16","8x180","-99","4.5","","124.3","8","","3200","1730","0","0","2200","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/cd631d57-8e12-4610-bb45-ff1fca47b82c.jpg","","","","",""
"SENTALI FORGED","SF-5","SF522108224RM","Sentali Forged SF-5 22x10 8x180 -24 Red Milled","Red Milled","22","10","8x180","-24","4.5","","124.3","8","","3200","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/451bb601-1c62-404f-9124-5e25d050b6ea.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526148376RM","Sentali Forged SF-5 26x14 8x170 -76 Red Milled","Red Milled","26","14","8x170","-76","4.5","","125.2","8","","3200","1235","0","0","1605","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/451bb601-1c62-404f-9124-5e25d050b6ea.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622125244P","Sentali Forged SF-6 22x12 5x139.7 -44 Polished","Polished","22","12","5x139.7","-44","4.75","","77.8","5","","2500","818","0","-4","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-6","SF626148176GB","Sentali Forged SF-6 26x14 8x165.1 -76 Gloss Black","Gloss Black","26","14","8x165.1","-76","4.5","","125.2","8","","3200","1235","0","0","1605","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722108124P-R","Sentali Forged SF-7 22x10 8x165.1 -24 Polished","Polished","22","10","8x165.1","-24","4.5","","125.2","8","","3200","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/90bc7c52-3aab-4ad0-b1cc-adc468098a2b.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624148276GB","Sentali Forged SF-6 24x14 8x180 -76 Gloss Black","Gloss Black","24","14","8x180","-76","4.5","","124.3","8","","3200","1025","0","0","1345","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622145276P","Sentali Forged SF-6 22x14 5x139.7 -76 Polished","Polished","22","14","5x139.7","-76","4.5","","77.8","5","","2500","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526125244GB","Sentali Forged SF-5 26x12 5x139.7 -44 Gloss Black","Gloss Black","26","12","5x139.7","-44","4.75","","77.8","5","","2500","1210","0","0","1580","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f742263a-cc93-444e-8356-7f2bfadf2e92.jpg","","","","",""
"SENTALI FORGED","SF-6","SF630165299BRM","Sentali Forged SF-6 30x16 5x139.7 -99 Brushed Milled","Brushed Milled","30","16","5x139.7","-99","4.5","","77.8","5","","2500","1930","0","0","2400","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eb08198c-187c-40a4-abf5-9c549ce95352.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624148376BRM","Sentali Forged SF-6 24x14 8x170 -76 Brushed Milled","Brushed Milled","24","14","8x170","-76","4.5","","125.2","8","","3200","1025","0","0","1345","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eb08198c-187c-40a4-abf5-9c549ce95352.jpg","","","","",""
"SENTALI FORGED","SF-5","SF524148276P","Sentali Forged SF-5 24x14 8x180 -76 Polished","Polished","24","14","8x180","-76","4.5","","124.3","8","","3200","1025","0","0","1345","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0c928d89-856e-4c95-a353-4810561b224a.jpg","","","","",""
"SENTALI FORGED","SF-6","SF626148376BM","Sentali Forged SF-6 26x14 8x170 -76 Gloss Black Milled","Gloss Black Milled","26","14","8x170","-76","4.5","","125.2","8","","3200","1235","0","0","1605","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/cd631d57-8e12-4610-bb45-ff1fca47b82c.jpg","","","","",""
"SENTALI FORGED","SF-6","SF628168399BM","Sentali Forged SF-6 28x16 8x170 -99 Gloss Black Milled","Gloss Black Milled","28","16","8x170","-99","4.5","","125.2","8","","3200","1730","0","0","2200","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/cd631d57-8e12-4610-bb45-ff1fca47b82c.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722108224RM-L","Sentali Forged SF-7 22x10 8x180 -24 Red Milled","Red Milled","22","10","8x180","-24","4.5","","124.3","8","","3200","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eabc496c-53ae-4c2e-9262-60c34d449c13.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622105124P","Sentali Forged SF-6 22x10 5x127 -24 Polished","Polished","22","10","5x127","-24","4.5","","71.5","5","","2500","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-5","SF524128244P","Sentali Forged SF-5 24x12 8x180 -44 Polished","Polished","24","12","8x180","-44","4.75","","124.3","8","","3200","1000","0","0","1320","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0c928d89-856e-4c95-a353-4810561b224a.jpg","","","","",""
"SENTALI FORGED","SF-4","SF430168199P-R","SENTALI FORGED SF-4 30x16 8x165.1 -99 Polished","Polished","30","16","8x165.1","-99","0","0","125.2","8","","3200","1930","0","0","2400","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7b022ee2-a8b3-4ac3-b621-388db5b50812.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722105124GB-R","Sentali Forged SF-7 22x10 5x127 -24 Gloss Black","Gloss Black","22","10","5x127","-24","4.5","","71.5","5","","2500","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/febacac1-1444-413b-9009-7b5e0034ced5.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722126144BM-R","Sentali Forged SF-7 22x12 6x135 -44 Gloss Black Milled","Gloss Black Milled","22","12","6x135","-44","4.75","","87.1","6","","2500","818","2","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/9cd98138-db17-48ed-97ac-bb42f510b87f.jpg","","","","",""
"SENTALI FORGED","SF-5","SF522125144BM","Sentali Forged SF-5 22x12 5x127 -44 Gloss Black Milled","Gloss Black Milled","22","12","5x127","-44","4.75","","71.5","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/947be78a-21c8-49cf-8b28-7f0386e251f8.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622128144GB","Sentali Forged SF-6 22x12 8x165.1 -44 Gloss Black","Gloss Black","22","12","8x165.1","-44","4.75","","125.2","8","","3200","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-6","SF630166299BRM","Sentali Forged SF-6 30x16 6x139.7 -99 Brushed Milled","Brushed Milled","30","16","6x139.7","-99","4.5","","106.2","6","","2500","1930","0","0","2400","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eb08198c-187c-40a4-abf5-9c549ce95352.jpg","","","","",""
"SENTALI FORGED","SF-5","SF530168199BRM","Sentali Forged SF-5 30x16 8x165.1 -99 Brushed Milled","Brushed Milled","30","16","8x165.1","-99","4.5","","125.2","8","","3200","1930","0","0","2400","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ca4e8d42-9bde-4a9e-b54c-27b4c445e26e.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622125144GB","Sentali Forged SF-6 22x12 5x127 -44 Gloss Black","Gloss Black","22","12","5x127","-44","4.75","","71.5","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-6","SF626125144P","Sentali Forged SF-6 26x12 5x127 -44 Polished","Polished","26","12","5x127","-44","4.75","","71.5","5","","2500","1210","0","0","1580","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622145176BRM","Sentali Forged SF-6 22x14 5x127 -76 Brushed Milled","Brushed Milled","22","14","5x127","-76","4.5","","71.5","5","","2500","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eb08198c-187c-40a4-abf5-9c549ce95352.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624148176GB","Sentali Forged SF-6 24x14 8x165.1 -76 Gloss Black","Gloss Black","24","14","8x165.1","-76","4.5","","125.2","8","","3200","1025","4","0","1345","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622145176RM","Sentali Forged SF-6 22x14 5x127 -76 Red Milled","Red Milled","22","14","5x127","-76","4.5","","71.5","5","","2500","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6bdf179e-1003-442e-ad3e-829f73f2d92e.jpg","","","","",""
"SENTALI FORGED","SF-5","SF522108224GB","Sentali Forged SF-5 22x10 8x180 -24 Gloss Black","Gloss Black","22","10","8x180","-24","4.5","","124.3","8","","3200","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f742263a-cc93-444e-8356-7f2bfadf2e92.jpg","","","","",""
"SENTALI FORGED","SF-5","SF520128244P","SENTALI FORGED SF-5 20x12 8x180 -44 Polished","Polished","20","12","8x180","-44","4.75","","0","8","","3200","0","0","0","0","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0c928d89-856e-4c95-a353-4810561b224a.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622125144RM","Sentali Forged SF-6 22x12 5x127 -44 Red Milled","Red Milled","22","12","5x127","-44","4.75","","71.5","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6bdf179e-1003-442e-ad3e-829f73f2d92e.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722148276RM-L","Sentali Forged SF-7 22x14 8x180 -76 Red Milled","Red Milled","22","14","8x180","-76","4.5","","124.3","8","","3200","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eabc496c-53ae-4c2e-9262-60c34d449c13.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526125244BM","Sentali Forged SF-5 26x12 5x139.7 -44 Gloss Black Milled","Gloss Black Milled","26","12","5x139.7","-44","4.75","","77.8","5","","2500","1210","0","0","1580","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/947be78a-21c8-49cf-8b28-7f0386e251f8.jpg","","","","",""
"SENTALI FORGED","SF-5","SF522126244BRM","Sentali Forged SF-5 22x12 6x139.7 -44 Brushed Milled","Brushed Milled","22","12","6x139.7","-44","4.75","","106.2","6","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ca4e8d42-9bde-4a9e-b54c-27b4c445e26e.jpg","","","","",""
"SENTALI FORGED","SF-5","SF524126144P","Sentali Forged SF-5 24x12 6x135 -44 Polished","Polished","24","12","6x135","-44","4.75","","87.1","6","","2500","1000","0","0","1320","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0c928d89-856e-4c95-a353-4810561b224a.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722108124RM-R","Sentali Forged SF-7 22x10 8x165.1 -24 Red Milled","Red Milled","22","10","8x165.1","-24","4.5","","125.2","8","","3200","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eabc496c-53ae-4c2e-9262-60c34d449c13.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526168199GB","Sentali Forged SF-5 26x16 8x165.1 -99 Gloss Black","Gloss Black","26","16","8x165.1","-99","4.5","","125.2","8","","3200","1290","0","0","1660","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f742263a-cc93-444e-8356-7f2bfadf2e92.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722148276P-L","Sentali Forged SF-7 22x14 8x180 -76 Polished","Polished","22","14","8x180","-76","4.5","","124.3","8","","3200","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/90bc7c52-3aab-4ad0-b1cc-adc468098a2b.jpg","","","","",""
"SENTALI FORGED","SF-6","SF622125244GB","Sentali Forged SF-6 22x12 5x139.7 -44 Gloss Black","Gloss Black","22","12","5x139.7","-44","4.75","","77.8","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-6","SF626145176P","Sentali Forged SF-6 26x14 5x127 -76 Polished","Polished","26","14","5x127","-76","4.5","","71.5","5","","2500","1235","0","-5","1605","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722148376BRM-L","Sentali Forged SF-7 22x14 8x170 -76 Brushed Milled","Brushed Milled","22","14","8x170","-76","4.5","","125.2","8","","3200","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b00ddf89-f8a9-4382-88f6-b47cafdbd3ba.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526165199GB","Sentali Forged SF-5 26x16 5x127 -99 Gloss Black","Gloss Black","26","16","5x127","-99","4.5","","71.5","5","","2500","1290","0","0","1660","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f742263a-cc93-444e-8356-7f2bfadf2e92.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722125244GB-L","Sentali Forged SF-7 22x12 5x139.7 -44 Gloss Black","Gloss Black","22","12","5x139.7","-44","4.75","","77.8","5","","2500","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/febacac1-1444-413b-9009-7b5e0034ced5.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722105124BRM-R","Sentali Forged SF-7 22x10 5x127 -24 Brushed Milled","Brushed Milled","22","10","5x127","-24","4.5","","71.5","5","","2500","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b00ddf89-f8a9-4382-88f6-b47cafdbd3ba.jpg","","","","",""
"SENTALI FORGED","SF-5","SF528168199RM","Sentali Forged SF-5 28x16 8x165.1 -99 Red Milled","Red Milled","28","16","8x165.1","-99","4.5","","125.2","8","","3200","1730","0","0","2200","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/451bb601-1c62-404f-9124-5e25d050b6ea.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624128244BRM","Sentali Forged SF-6 24x12 8x180 -44 Brushed Milled","Brushed Milled","24","12","8x180","-44","4.75","","124.3","8","","3200","1000","0","0","1320","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eb08198c-187c-40a4-abf5-9c549ce95352.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722148376P-L","Sentali Forged SF-7 22x14 8x170 -76 Polished","Polished","22","14","8x170","-76","4.5","","125.2","8","","3200","908","0","0","1178","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/90bc7c52-3aab-4ad0-b1cc-adc468098a2b.jpg","","","","",""
"SENTALI FORGED","SF-6","SF628165199P","Sentali Forged SF-6 28x16 5x127 -99 Polished","Polished","28","16","5x127","-99","4.5","","71.5","5","","2500","1730","0","0","2200","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/6dcdd333-250b-4f42-a5cc-27c028af5d1d.jpg","","","","",""
"SENTALI FORGED","SF-6","SF624128244GB","Sentali Forged SF-6 24x12 8x180 -44 Gloss Black","Gloss Black","24","12","8x180","-44","4.75","","124.3","8","","3200","1000","0","0","1320","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/41153fa3-89d8-4713-aab1-599632fb2a22.jpg","","","","",""
"SENTALI FORGED","SF-5","SF526126244RM","Sentali Forged SF-5 26x12 6x139.7 -44 Red Milled","Red Milled","26","12","6x139.7","-44","4.75","","106.2","6","","2500","1210","0","0","1580","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/451bb601-1c62-404f-9124-5e25d050b6ea.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722106224RM-R","Sentali Forged SF-7 22x10 6x139.7 -24 Red Milled","Red Milled","22","10","6x139.7","-24","4.5","","106.2","6","","2500","758","0","0","1028","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eabc496c-53ae-4c2e-9262-60c34d449c13.jpg","","","","",""
"SENTALI FORGED","SF-7","SF722128244GB-R","Sentali Forged SF-7 22x12 8x180 -44 Gloss Black","Gloss Black","22","12","8x180","-44","4.75","","124.3","8","","3200","818","0","0","1088","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/febacac1-1444-413b-9009-7b5e0034ced5.jpg","","","","",""
